id,machine_id,date,oee,availability,performance,output_quality,status
3485,35,2025-04-15,60.16,57.07,92.53,72.94,Offline
3486,36,2025-04-15,55.13,66.93,58.93,67.18,Offline
3487,37,2025-04-15,96.39,83.19,82.69,73.28,Offline
3488,38,2025-04-15,97.32,87.61,77.33,87.93,Offline
3489,39,2025-04-15,87.63,63.22,76.58,79.75,Running
3490,40,2025-04-15,94.42,91.82,72.15,85.17,Offline
3491,41,2025-04-15,69.48,90.23,73.34,52.02,Offline
3492,42,2025-04-15,95.05,68.63,71.97,69.29,Running
3493,43,2025-04-15,51.23,66.67,76.41,83.02,Running
3494,44,2025-04-15,58.2,69.35,54.64,84.84,Running
3495,45,2025-04-15,70.3,95.99,91.93,65.5,Offline
3496,46,2025-04-15,60.03,52.47,59.87,99.35,Offline
3497,47,2025-04-15,65.22,75.7,95.76,88.67,Running
3498,48,2025-04-15,84.38,92.52,71.39,98.28,Offline
3499,49,2025-04-15,63.62,55.58,84.21,95.36,Running
3500,50,2025-04-15,79.92,98.82,91.49,61.74,Running
3501,1,2025-04-16,52.98,79.93,51.13,59.02,Running
3502,2,2025-04-16,57.49,95.74,76.95,63.71,Offline
3503,3,2025-04-16,88.36,86.5,84.1,98.68,Offline
3504,4,2025-04-16,77.45,70.02,54.85,83.16,Offline
3505,5,2025-04-16,61.02,70.98,83.83,75.5,Offline
3506,6,2025-04-16,55.54,87.15,57.49,92.51,Running
3507,7,2025-04-16,51.75,86.65,66.2,66.98,Running
3508,8,2025-04-16,81.18,62.73,83.1,52.59,Offline
3509,9,2025-04-16,75.79,86.34,99.03,90.27,Running
3510,10,2025-04-16,82.46,70.37,77.14,83.22,Offline
3511,11,2025-04-16,72.74,70.41,97.34,89.64,Offline
3512,12,2025-04-16,86.16,76.35,95.28,73.74,Offline
3513,13,2025-04-16,52.19,89.99,94.02,82.56,Running
3514,14,2025-04-16,97.38,52.24,60.98,85.88,Running
3515,15,2025-04-16,79.58,70.82,60.25,87.68,Running
3516,16,2025-04-16,73.88,84.19,94.05,87.27,Running
3517,17,2025-04-16,64.97,63.8,59.47,71.24,Running
3518,18,2025-04-16,70.57,76.37,78.95,92.7,Offline
3519,19,2025-04-16,62.55,85.01,61.34,99.05,Running
3520,20,2025-04-16,72.06,97.78,67.74,92.06,Running
3521,21,2025-04-16,84.25,63.7,62.5,87.65,Running
3522,22,2025-04-16,77.22,64.05,99.89,51.1,Offline
3523,23,2025-04-16,84.94,56.57,94.44,53.69,Offline
3524,24,2025-04-16,95.09,59.91,58.87,75.03,Running
3525,25,2025-04-16,50.79,57.04,59.22,50.86,Running
3526,26,2025-04-16,94.88,78.53,65.75,62.97,Offline
3527,27,2025-04-16,76.61,65.12,51.83,62.63,Running
3528,28,2025-04-16,85.29,84.91,61.1,59.43,Offline
3529,29,2025-04-16,62.34,96.48,57.37,65.59,Running
3530,30,2025-04-16,70.47,61.29,92.57,86.99,Running
3531,31,2025-04-16,85.17,86.31,66.36,67.17,Running
3532,32,2025-04-16,74.15,75.64,87.98,83.93,Offline
3533,33,2025-04-16,74.98,73.44,70.92,59.37,Running
3534,34,2025-04-16,96.96,78.2,98.47,54.2,Offline
3535,35,2025-04-16,63.6,52.24,98.69,55.39,Offline
3536,36,2025-04-16,77.13,79.18,91.37,52.69,Running
3537,37,2025-04-16,67.19,74.1,80.56,61.89,Running
3538,38,2025-04-16,55.78,59.28,66.31,84.12,Offline
3539,39,2025-04-16,78.93,79.07,69.5,63.7,Offline
3540,40,2025-04-16,94.04,71.98,80.58,98.91,Running
3541,41,2025-04-16,67.1,57.21,79.87,68.2,Offline
3542,42,2025-04-16,85.12,80.48,67.54,61.74,Offline
3543,43,2025-04-16,52.04,61.97,81.35,65.19,Running
3544,44,2025-04-16,59.81,88.25,56.62,84.47,Offline
3545,45,2025-04-16,55.95,98.78,63.82,57.64,Offline
3546,46,2025-04-16,60.83,52.95,95.27,56.86,Offline
3547,47,2025-04-16,52.97,77.43,84.46,99.09,Running
3548,48,2025-04-16,73.6,90.64,88.85,52.26,Offline
3549,49,2025-04-16,70.92,53.07,80.27,90.78,Offline
3550,50,2025-04-16,54.86,52.66,87.48,61.42,Running
3551,1,2025-04-17,81.69,71.92,90.45,82.95,Offline
3552,2,2025-04-17,56.64,90.15,91.28,66.39,Offline
3553,3,2025-04-17,89.74,68.49,93.52,98.13,Offline
3554,4,2025-04-17,54.0,54.36,50.26,98.08,Running
3555,5,2025-04-17,97.79,97.52,70.2,66.29,Offline
3556,6,2025-04-17,90.85,90.8,98.85,53.85,Running
3557,7,2025-04-17,62.18,84.17,70.93,55.18,Running
3558,8,2025-04-17,57.53,52.82,69.0,65.07,Running
3559,9,2025-04-17,50.98,80.65,82.63,91.24,Running
3560,10,2025-04-17,98.27,55.96,94.25,89.56,Running
3561,11,2025-04-17,65.81,83.86,70.97,71.37,Running
3562,12,2025-04-17,66.47,96.93,92.54,60.63,Running
3563,13,2025-04-17,87.09,67.74,63.35,51.91,Offline
3564,14,2025-04-17,69.53,60.23,54.18,66.2,Offline
3565,15,2025-04-17,71.68,52.62,90.36,96.28,Offline
3566,16,2025-04-17,63.37,93.65,72.02,69.52,Offline
3567,17,2025-04-17,56.41,60.64,59.24,87.93,Running
3568,18,2025-04-17,73.49,95.23,66.69,91.42,Offline
3569,19,2025-04-17,87.05,94.33,69.77,71.11,Offline
3570,20,2025-04-17,80.44,93.42,87.68,56.39,Offline
3571,21,2025-04-17,90.01,93.4,68.4,65.59,Running
3572,22,2025-04-17,71.65,96.19,98.37,69.29,Running
3573,23,2025-04-17,70.77,50.01,74.21,52.28,Running
3574,24,2025-04-17,50.7,66.02,68.14,85.17,Offline
3575,25,2025-04-17,94.78,96.78,95.65,65.48,Running
3576,26,2025-04-17,90.95,65.16,90.44,71.71,Running
3577,27,2025-04-17,66.18,94.3,88.63,97.71,Offline
3578,28,2025-04-17,66.65,57.48,59.79,56.76,Running
3579,29,2025-04-17,83.06,72.52,71.29,69.17,Running
3580,30,2025-04-17,76.57,60.31,69.54,89.41,Offline
3581,31,2025-04-17,52.58,72.26,80.89,82.14,Offline
3582,32,2025-04-17,64.31,69.67,91.6,56.11,Running
3583,33,2025-04-17,90.78,82.17,98.85,63.89,Offline
3584,34,2025-04-17,74.33,59.46,75.61,69.02,Running
3585,35,2025-04-17,83.82,77.6,94.3,90.16,Running
3586,36,2025-04-17,98.24,94.06,51.12,61.06,Running
3587,37,2025-04-17,90.38,83.16,57.33,75.23,Offline
3588,38,2025-04-17,69.14,54.03,61.38,76.7,Offline
3589,39,2025-04-17,75.48,65.95,59.09,79.25,Offline
3590,40,2025-04-17,84.34,79.16,56.36,91.32,Running
3591,41,2025-04-17,57.58,56.86,71.5,68.88,Running
3592,42,2025-04-17,91.47,57.29,67.64,55.56,Running
3593,43,2025-04-17,67.36,77.86,52.58,71.09,Offline
3594,44,2025-04-17,87.92,72.53,94.88,57.58,Running
3595,45,2025-04-17,58.67,62.92,51.8,80.17,Offline
3596,46,2025-04-17,83.4,55.6,77.65,60.93,Running
3597,47,2025-04-17,99.69,87.48,94.86,79.73,Offline
3598,48,2025-04-17,75.89,63.68,78.49,51.83,Offline
3599,49,2025-04-17,84.39,63.74,88.47,97.73,Offline
3600,50,2025-04-17,51.09,79.1,85.58,59.4,Offline
3601,1,2025-04-18,71.16,97.34,76.85,51.11,Running
3602,2,2025-04-18,61.7,62.98,53.93,98.54,Running
3603,3,2025-04-18,94.5,65.9,89.37,50.11,Offline
3604,4,2025-04-18,78.26,90.19,51.13,50.54,Offline
3605,5,2025-04-18,52.79,55.51,56.6,77.93,Offline
3606,6,2025-04-18,53.92,61.99,73.89,51.29,Offline
3607,7,2025-04-18,77.21,92.02,74.44,89.63,Offline
3608,8,2025-04-18,86.34,93.07,61.48,92.66,Offline
3609,9,2025-04-18,71.13,95.92,94.9,59.21,Running
3610,10,2025-04-18,77.78,69.44,63.39,87.05,Running
3611,11,2025-04-18,75.6,50.16,53.66,80.89,Running
3612,12,2025-04-18,71.54,80.07,84.8,98.88,Running
3613,13,2025-04-18,61.17,72.47,87.08,77.35,Offline
3614,14,2025-04-18,79.4,51.7,87.21,62.03,Offline
3615,15,2025-04-18,69.55,51.84,61.36,62.23,Offline
3616,16,2025-04-18,54.16,82.76,61.24,97.19,Running
3617,17,2025-04-18,50.79,67.17,60.16,71.95,Running
3618,18,2025-04-18,73.44,90.65,53.39,80.35,Offline
3619,19,2025-04-18,66.63,52.37,96.53,71.16,Offline
3620,20,2025-04-18,71.23,59.64,64.62,57.59,Running
3621,21,2025-04-18,70.45,85.62,58.26,67.52,Offline
3622,22,2025-04-18,72.61,98.54,93.46,67.97,Running
3623,23,2025-04-18,80.53,58.9,98.7,50.27,Offline
3624,24,2025-04-18,62.42,59.41,62.99,93.06,Running
3625,25,2025-04-18,66.41,57.87,59.85,50.7,Running
3626,26,2025-04-18,59.31,85.74,76.73,80.21,Offline
3627,27,2025-04-18,54.32,50.46,86.23,55.14,Offline
3628,28,2025-04-18,96.01,50.32,64.07,84.31,Offline
3629,29,2025-04-18,99.83,57.11,60.64,78.64,Running
3630,30,2025-04-18,88.24,95.48,98.35,99.25,Running
3631,31,2025-04-18,74.36,66.71,51.15,63.74,Offline
3632,32,2025-04-18,56.1,88.62,94.87,63.64,Offline
3633,33,2025-04-18,69.25,62.31,63.36,73.67,Offline
3634,34,2025-04-18,83.55,73.94,66.39,79.1,Offline
3635,35,2025-04-18,83.26,97.59,53.39,54.48,Offline
3636,36,2025-04-18,67.21,81.39,73.42,96.12,Offline
3637,37,2025-04-18,72.8,73.65,66.61,57.61,Offline
3638,38,2025-04-18,63.65,94.12,72.81,70.94,Running
3639,39,2025-04-18,82.99,75.12,50.37,97.85,Running
3640,40,2025-04-18,60.4,58.32,97.19,93.54,Offline
3641,41,2025-04-18,56.08,71.88,99.01,79.07,Running
3642,42,2025-04-18,74.52,77.15,79.45,81.94,Running
3643,43,2025-04-18,78.9,65.12,57.88,93.28,Offline
3644,44,2025-04-18,88.65,75.21,54.35,51.66,Running
3645,45,2025-04-18,92.86,99.13,50.25,62.57,Running
3646,46,2025-04-18,57.98,67.79,50.84,52.08,Offline
3647,47,2025-04-18,74.09,87.27,88.58,90.2,Offline
3648,48,2025-04-18,90.33,77.97,84.39,88.8,Running
3649,49,2025-04-18,88.76,78.1,50.5,70.45,Running
3650,50,2025-04-18,98.93,94.66,63.12,93.17,Offline
3651,1,2025-04-19,71.84,98.47,87.86,98.55,Offline
3652,2,2025-04-19,93.77,78.25,59.34,71.39,Running
3653,3,2025-04-19,50.43,81.8,70.04,78.11,Running
3654,4,2025-04-19,88.25,86.72,78.88,63.66,Running
3655,5,2025-04-19,88.49,75.08,68.41,77.11,Offline
3656,6,2025-04-19,77.7,53.58,96.14,71.0,Running
3657,7,2025-04-19,75.56,86.18,54.29,72.32,Offline
3658,8,2025-04-19,76.4,59.1,63.63,63.11,Offline
3659,9,2025-04-19,96.68,60.91,75.61,72.97,Offline
3660,10,2025-04-19,70.55,90.2,92.73,68.41,Offline
3661,11,2025-04-19,66.84,70.06,74.3,92.88,Offline
3662,12,2025-04-19,90.56,54.78,70.65,68.22,Running
3663,13,2025-04-19,60.37,99.16,78.18,82.75,Running
3664,14,2025-04-19,98.39,85.01,74.79,73.0,Offline
3665,15,2025-04-19,58.62,90.2,91.93,50.15,Offline
3666,16,2025-04-19,64.85,82.15,74.83,56.89,Running
3667,17,2025-04-19,54.07,53.57,86.15,86.99,Running
3668,18,2025-04-19,57.86,76.64,80.83,81.92,Running
3669,19,2025-04-19,81.9,77.79,81.06,81.37,Running
3670,20,2025-04-19,86.56,58.89,95.6,93.38,Offline
3671,21,2025-04-19,96.62,61.63,77.25,79.18,Running
3672,22,2025-04-19,52.08,96.2,88.84,99.14,Offline
3673,23,2025-04-19,61.81,99.12,70.09,61.61,Offline
3674,24,2025-04-19,99.31,95.81,60.0,55.36,Offline
3675,25,2025-04-19,99.72,52.93,68.7,82.39,Offline
3676,26,2025-04-19,50.63,96.25,84.96,99.35,Running
3677,27,2025-04-19,86.21,97.34,56.49,59.28,Running
3678,28,2025-04-19,85.51,68.7,94.14,94.43,Offline
3679,29,2025-04-19,61.69,58.15,71.85,73.51,Offline
3680,30,2025-04-19,67.9,68.72,70.3,63.96,Offline
3681,31,2025-04-19,92.25,79.39,53.59,62.83,Running
3682,32,2025-04-19,94.29,67.92,87.95,93.18,Offline
3683,33,2025-04-19,51.91,95.13,62.93,59.42,Offline
3684,34,2025-04-19,71.0,87.06,70.97,70.82,Offline
3685,35,2025-04-19,52.4,91.42,81.25,55.7,Running
3686,36,2025-04-19,94.57,78.95,57.0,62.36,Running
3687,37,2025-04-19,96.94,87.87,54.45,55.5,Offline
3688,38,2025-04-19,81.35,91.21,89.77,77.71,Offline
3689,39,2025-04-19,58.72,53.62,53.81,76.64,Running
3690,40,2025-04-19,73.02,97.07,55.16,76.74,Offline
3691,41,2025-04-19,65.91,88.71,52.56,59.31,Running
3692,42,2025-04-19,89.06,84.78,68.35,54.4,Running
3693,43,2025-04-19,52.9,83.54,70.61,57.81,Running
3694,44,2025-04-19,67.24,73.11,76.62,54.55,Running
3695,45,2025-04-19,58.15,58.84,59.74,95.92,Running
3696,46,2025-04-19,66.31,85.9,94.66,86.41,Running
3697,47,2025-04-19,79.62,77.67,58.49,72.42,Offline
3698,48,2025-04-19,87.89,76.72,92.14,94.58,Offline
3699,49,2025-04-19,54.51,54.79,86.47,84.3,Offline
3700,50,2025-04-19,89.16,66.76,94.07,54.13,Offline
3701,1,2025-04-20,69.81,90.23,94.26,78.83,Offline
3702,2,2025-04-20,59.35,60.43,88.25,72.6,Offline
3703,3,2025-04-20,84.99,58.65,59.11,88.29,Offline
3704,4,2025-04-20,55.86,78.21,95.25,66.15,Running
3705,5,2025-04-20,63.21,94.49,84.0,56.08,Offline
3706,6,2025-04-20,85.38,79.54,84.19,61.87,Offline
3707,7,2025-04-20,72.13,63.54,64.04,50.7,Running
3708,8,2025-04-20,96.84,64.61,55.17,96.95,Offline
3709,9,2025-04-20,93.49,90.9,89.09,69.97,Offline
3710,10,2025-04-20,65.85,79.78,90.13,50.23,Offline
3711,11,2025-04-20,59.19,69.27,97.8,75.11,Running
3712,12,2025-04-20,66.07,58.51,82.55,98.33,Running
3713,13,2025-04-20,79.26,58.1,73.04,68.33,Offline
3714,14,2025-04-20,94.34,78.27,55.81,84.51,Offline
3715,15,2025-04-20,51.59,54.11,92.9,74.5,Running
3716,16,2025-04-20,98.45,78.68,72.99,58.33,Running
3717,17,2025-04-20,84.48,82.32,99.04,71.48,Offline
3718,18,2025-04-20,51.65,95.67,73.26,76.17,Offline
3719,19,2025-04-20,71.29,98.67,80.12,75.54,Running
3720,20,2025-04-20,75.18,84.83,55.19,88.56,Running
3721,21,2025-04-20,53.06,97.88,95.52,70.85,Running
3722,22,2025-04-20,99.91,64.37,99.61,53.99,Offline
3723,23,2025-04-20,69.16,68.24,83.29,90.67,Offline
3724,24,2025-04-20,65.97,85.62,77.87,70.66,Running
3725,25,2025-04-20,53.4,51.53,97.77,61.01,Running
3726,26,2025-04-20,73.6,78.43,55.09,93.85,Offline
3727,27,2025-04-20,85.34,87.99,96.19,81.74,Running
3728,28,2025-04-20,55.18,66.54,56.86,99.82,Running
3729,29,2025-04-20,64.51,97.15,50.48,91.17,Running
3730,30,2025-04-20,80.03,71.08,54.4,52.77,Running
3731,31,2025-04-20,77.94,94.28,97.71,52.05,Offline
3732,32,2025-04-20,52.71,73.63,68.65,84.1,Offline
3733,33,2025-04-20,66.36,77.92,73.19,70.6,Offline
3734,34,2025-04-20,78.36,92.62,88.44,72.99,Running
3735,35,2025-04-20,63.85,60.41,73.56,59.82,Running
3736,36,2025-04-20,65.92,72.12,78.15,71.29,Offline
3737,37,2025-04-20,83.96,59.88,67.67,73.45,Offline
3738,38,2025-04-20,68.15,99.14,76.44,75.3,Running
3739,39,2025-04-20,85.62,76.42,84.96,95.86,Offline
3740,40,2025-04-20,88.29,61.14,63.38,88.15,Offline
3741,41,2025-04-20,56.09,77.22,88.03,62.17,Offline
3742,42,2025-04-20,66.82,63.11,75.67,51.94,Running
3743,43,2025-04-20,86.46,89.94,50.18,76.8,Offline
3744,44,2025-04-20,84.87,90.27,92.19,58.51,Running
3745,45,2025-04-20,81.37,57.26,58.38,67.31,Running
3746,46,2025-04-20,86.69,65.79,68.8,95.76,Running
3747,47,2025-04-20,52.04,55.07,90.65,56.5,Offline
3748,48,2025-04-20,63.85,80.18,60.62,60.74,Offline
3749,49,2025-04-20,70.33,94.74,72.14,82.09,Offline
3750,50,2025-04-20,98.22,58.22,72.13,62.73,Offline
3751,1,2025-04-21,73.95,82.77,53.32,80.61,Offline
3752,2,2025-04-21,88.98,90.08,60.11,60.48,Running
3753,3,2025-04-21,67.83,64.26,62.28,95.37,Running
3754,4,2025-04-21,76.66,84.1,99.14,92.09,Running
3755,5,2025-04-21,94.84,62.74,85.87,76.62,Offline
3756,6,2025-04-21,92.68,58.07,63.03,54.78,Offline
3757,7,2025-04-21,89.67,79.34,77.5,91.84,Running
3758,8,2025-04-21,87.72,71.27,77.97,90.3,Running
3759,9,2025-04-21,79.09,90.56,97.67,82.09,Running
3760,10,2025-04-21,86.79,96.82,85.43,59.01,Offline
3761,11,2025-04-21,86.65,75.34,91.49,65.22,Running
3762,12,2025-04-21,75.73,55.72,67.27,85.08,Running
3763,13,2025-04-21,85.07,80.47,60.87,80.96,Running
3764,14,2025-04-21,63.48,84.91,72.66,96.54,Running
3765,15,2025-04-21,54.3,99.78,70.5,64.69,Running
3766,16,2025-04-21,75.99,73.9,53.29,77.74,Offline
3767,17,2025-04-21,71.82,53.68,69.15,55.54,Running
3768,18,2025-04-21,77.17,65.11,73.8,76.69,Running
3769,19,2025-04-21,55.68,74.84,68.5,59.83,Offline
3770,20,2025-04-21,99.05,53.19,75.06,77.13,Offline
3771,21,2025-04-21,59.57,76.7,56.66,59.68,Running
3772,22,2025-04-21,56.9,76.54,89.54,91.51,Running
3773,23,2025-04-21,96.44,78.96,81.39,67.65,Running
3774,24,2025-04-21,71.66,58.39,99.73,93.18,Offline
3775,25,2025-04-21,57.46,96.16,89.95,75.76,Running
3776,26,2025-04-21,80.04,81.84,80.04,87.0,Offline
3777,27,2025-04-21,80.63,52.78,70.04,98.11,Offline
3778,28,2025-04-21,59.2,81.01,81.59,88.94,Offline
3779,29,2025-04-21,58.01,83.71,60.05,91.28,Running
3780,30,2025-04-21,60.36,72.9,63.83,67.45,Running
3781,31,2025-04-21,54.39,63.13,95.73,89.74,Running
3782,32,2025-04-21,71.37,68.46,91.76,59.85,Running
3783,33,2025-04-21,86.25,50.37,92.41,60.39,Offline
3784,34,2025-04-21,53.38,61.51,92.54,76.25,Running
3785,35,2025-04-21,53.92,86.43,52.4,85.97,Running
3786,36,2025-04-21,63.35,61.78,69.83,87.9,Offline
3787,37,2025-04-21,64.15,99.43,95.47,63.01,Offline
3788,38,2025-04-21,51.14,64.02,54.26,59.86,Running
3789,39,2025-04-21,86.99,96.12,89.49,90.51,Running
3790,40,2025-04-21,94.45,86.99,96.5,56.72,Running
3791,41,2025-04-21,80.55,62.6,97.17,98.93,Running
3792,42,2025-04-21,78.89,83.72,99.22,55.99,Offline
3793,43,2025-04-21,71.9,97.66,59.41,65.3,Offline
3794,44,2025-04-21,76.01,73.36,76.17,76.68,Running
3795,45,2025-04-21,64.27,97.46,91.38,58.19,Running
3796,46,2025-04-21,67.05,79.96,78.18,51.7,Running
3797,47,2025-04-21,71.96,71.8,96.28,65.29,Running
3798,48,2025-04-21,95.13,68.05,57.7,92.24,Running
3799,49,2025-04-21,63.79,99.33,89.2,74.64,Offline
3800,50,2025-04-21,72.65,90.26,72.5,85.2,Offline
3801,1,2025-04-22,74.64,61.68,88.92,58.46,Running
3802,2,2025-04-22,98.51,80.78,51.44,77.01,Running
3803,3,2025-04-22,55.41,98.42,75.19,51.3,Running
3804,4,2025-04-22,76.37,68.17,67.06,94.41,Running
3805,5,2025-04-22,73.62,56.04,61.83,94.19,Running
3806,6,2025-04-22,97.96,61.61,59.79,82.56,Offline
3807,7,2025-04-22,71.35,69.84,87.29,91.34,Offline
3808,8,2025-04-22,51.4,50.05,94.78,78.7,Running
3809,9,2025-04-22,73.53,77.3,72.05,91.46,Running
3810,10,2025-04-22,89.41,86.84,98.79,54.46,Offline
3811,11,2025-04-22,57.33,93.15,87.85,72.21,Offline
3812,12,2025-04-22,78.1,64.88,66.64,82.55,Running
3813,13,2025-04-22,52.92,51.13,81.77,99.81,Running
3814,14,2025-04-22,87.05,63.18,74.1,97.07,Running
3815,15,2025-04-22,58.44,90.82,56.89,56.91,Running
3816,16,2025-04-22,90.77,78.93,77.07,83.65,Offline
3817,17,2025-04-22,98.03,55.61,75.36,95.97,Offline
3818,18,2025-04-22,67.57,50.1,55.6,80.83,Running
3819,19,2025-04-22,91.75,72.47,71.93,99.51,Offline
3820,20,2025-04-22,77.02,54.92,53.29,57.76,Offline
3821,21,2025-04-22,94.55,71.21,51.53,99.88,Offline
3822,22,2025-04-22,87.35,80.91,95.11,78.75,Offline
3823,23,2025-04-22,62.87,77.33,71.11,67.01,Running
3824,24,2025-04-22,81.94,80.12,67.87,91.77,Running
3825,25,2025-04-22,57.7,50.21,77.7,93.91,Offline
3826,26,2025-04-22,53.01,67.69,56.7,62.55,Running
3827,27,2025-04-22,72.08,68.57,62.08,76.51,Offline
3828,28,2025-04-22,82.15,73.77,90.15,62.15,Running
3829,29,2025-04-22,62.24,98.16,77.47,78.43,Running
3830,30,2025-04-22,59.17,60.46,92.82,82.37,Running
3831,31,2025-04-22,88.37,55.43,73.48,65.51,Offline
3832,32,2025-04-22,52.01,62.4,91.1,71.64,Running
3833,33,2025-04-22,94.55,75.37,91.0,98.08,Offline
3834,34,2025-04-22,88.87,96.35,98.67,97.43,Offline
3835,35,2025-04-22,52.97,88.37,81.38,70.55,Offline
3836,36,2025-04-22,60.66,77.87,72.28,58.58,Running
3837,37,2025-04-22,56.1,69.32,93.01,86.55,Offline
3838,38,2025-04-22,99.53,54.42,54.78,84.06,Running
3839,39,2025-04-22,65.91,57.28,73.53,85.52,Running
3840,40,2025-04-22,64.12,93.84,72.13,82.93,Offline
3841,41,2025-04-22,96.07,77.46,66.02,70.81,Offline
3842,42,2025-04-22,96.7,87.07,78.12,59.05,Running
3843,43,2025-04-22,52.56,56.5,52.94,91.8,Offline
3844,44,2025-04-22,92.96,86.75,84.4,52.58,Offline
3845,45,2025-04-22,90.29,56.89,56.78,52.35,Running
3846,46,2025-04-22,55.26,52.61,93.51,76.98,Running
3847,47,2025-04-22,89.98,70.18,57.84,97.73,Running
3848,48,2025-04-22,72.02,69.84,74.96,65.17,Offline
3849,49,2025-04-22,68.73,51.51,77.14,65.07,Offline
3850,50,2025-04-22,50.1,93.73,55.96,73.36,Offline
3851,1,2025-04-23,57.11,84.44,84.65,64.51,Offline
3852,2,2025-04-23,87.45,71.67,58.59,73.93,Running
3853,3,2025-04-23,56.65,74.85,73.75,66.09,Running
3854,4,2025-04-23,71.93,98.32,81.17,90.0,Running
3855,5,2025-04-23,63.83,76.81,98.33,77.49,Offline
3856,6,2025-04-23,76.71,95.56,82.22,73.93,Offline
3857,7,2025-04-23,64.22,74.42,97.43,85.42,Offline
3858,8,2025-04-23,64.46,72.86,92.89,54.51,Offline
3859,9,2025-04-23,71.16,80.36,82.89,76.66,Offline
3860,10,2025-04-23,69.92,70.24,80.09,79.2,Running
3861,11,2025-04-23,58.86,81.62,72.01,57.16,Running
3862,12,2025-04-23,94.82,53.27,95.61,94.25,Running
3863,13,2025-04-23,87.19,51.06,59.75,81.97,Running
3864,14,2025-04-23,65.88,67.29,55.12,91.62,Offline
3865,15,2025-04-23,97.33,70.37,53.39,84.14,Offline
3866,16,2025-04-23,60.56,53.53,78.53,85.62,Offline
3867,17,2025-04-23,86.01,66.81,67.27,60.78,Offline
3868,18,2025-04-23,83.11,53.5,58.55,53.65,Offline
3869,19,2025-04-23,62.93,61.34,59.88,63.61,Offline
3870,20,2025-04-23,79.61,87.33,72.23,52.15,Running
3871,21,2025-04-23,90.43,54.57,99.88,83.57,Running
3872,22,2025-04-23,82.58,79.01,93.5,70.47,Offline
3873,23,2025-04-23,71.43,94.18,53.35,99.68,Offline
3874,24,2025-04-23,89.99,58.98,86.47,97.76,Offline
3875,25,2025-04-23,62.02,75.32,60.04,88.95,Offline
3876,26,2025-04-23,86.3,72.56,79.39,60.55,Running
3877,27,2025-04-23,73.5,68.93,54.85,78.01,Offline
3878,28,2025-04-23,91.87,68.72,91.18,86.31,Running
3879,29,2025-04-23,92.74,77.25,85.36,92.0,Offline
3880,30,2025-04-23,86.49,82.62,72.09,56.03,Running
3881,31,2025-04-23,97.1,68.96,52.55,79.17,Offline
3882,32,2025-04-23,62.21,78.46,96.98,53.88,Offline
3883,33,2025-04-23,72.37,54.94,91.43,56.13,Running
3884,34,2025-04-23,98.75,71.05,65.01,70.44,Running
3885,35,2025-04-23,93.13,94.95,57.61,73.82,Running
3886,36,2025-04-23,99.22,66.52,92.78,57.03,Offline
3887,37,2025-04-23,80.45,63.73,51.51,94.01,Running
3888,38,2025-04-23,90.84,92.01,70.4,90.25,Offline
3889,39,2025-04-23,92.05,56.41,52.81,53.93,Running
3890,40,2025-04-23,62.9,63.91,98.26,63.28,Offline
3891,41,2025-04-23,57.87,50.38,64.19,66.54,Offline
3892,42,2025-04-23,67.66,61.28,68.29,76.59,Offline
3893,43,2025-04-23,99.07,53.85,86.57,89.09,Offline
3894,44,2025-04-23,90.88,85.52,67.29,98.64,Running
3895,45,2025-04-23,50.55,75.0,94.37,73.04,Running
3896,46,2025-04-23,66.92,58.79,62.22,52.38,Offline
3897,47,2025-04-23,64.96,98.17,78.81,100.0,Running
3898,48,2025-04-23,88.27,68.1,79.1,63.63,Running
3899,49,2025-04-23,55.25,85.3,89.91,67.13,Running
3900,50,2025-04-23,91.47,93.0,57.34,69.63,Offline
3901,1,2025-04-24,90.8,99.48,62.9,82.43,Running
3902,2,2025-04-24,95.2,66.62,81.06,66.92,Offline
3903,3,2025-04-24,74.51,80.87,61.62,72.85,Offline
3904,4,2025-04-24,53.07,60.08,92.21,96.53,Running
3905,5,2025-04-24,67.21,58.4,60.92,58.56,Offline
3906,6,2025-04-24,66.62,61.23,90.75,63.22,Offline
3907,7,2025-04-24,62.64,83.64,57.84,79.58,Running
3908,8,2025-04-24,72.63,54.23,63.23,70.47,Running
3909,9,2025-04-24,96.18,97.32,61.69,90.89,Running
3910,10,2025-04-24,60.32,51.42,69.82,54.54,Running
3911,11,2025-04-24,65.25,82.99,68.26,64.97,Offline
3912,12,2025-04-24,67.5,63.84,95.52,87.38,Offline
3913,13,2025-04-24,67.01,58.01,83.21,66.63,Offline
3914,14,2025-04-24,70.23,96.05,76.12,77.53,Offline
3915,15,2025-04-24,52.48,84.39,56.83,62.87,Running
3916,16,2025-04-24,56.77,70.16,65.72,71.1,Offline
3917,17,2025-04-24,67.62,84.73,51.2,93.17,Offline
3918,18,2025-04-24,99.33,92.75,56.24,93.12,Offline
3919,19,2025-04-24,78.95,60.47,89.24,81.26,Running
3920,20,2025-04-24,77.6,76.39,84.54,98.16,Offline
3921,21,2025-04-24,81.64,84.08,66.59,51.72,Running
3922,22,2025-04-24,96.81,66.62,51.42,97.7,Offline
3923,23,2025-04-24,58.41,66.94,69.41,60.31,Running
3924,24,2025-04-24,82.58,61.68,74.68,86.64,Offline
3925,25,2025-04-24,51.75,66.3,91.4,62.14,Offline
3926,26,2025-04-24,94.25,52.73,97.65,50.92,Offline
3927,27,2025-04-24,59.52,72.6,77.76,93.74,Running
