id,machine_id,timestamp,oee,availability,performance,output_quality,status
3274,24,2025-04-07,69.43,92.99,96.62,86.2,Offline
3275,25,2025-04-07,67.7,76.57,61.0,93.93,Running
3276,26,2025-04-07,51.34,97.15,65.75,73.4,Running
3277,27,2025-04-07,73.8,53.25,61.17,69.57,Offline
3278,28,2025-04-07,96.74,93.03,69.66,90.26,Running
3279,29,2025-04-07,61.43,87.11,64.3,63.33,Offline
3280,30,2025-04-07,92.47,74.05,96.3,79.41,Offline
3281,31,2025-04-07,92.97,88.71,91.17,63.98,Running
3282,32,2025-04-07,92.75,68.25,76.78,51.17,Running
3283,33,2025-04-07,57.61,80.96,78.45,94.69,Running
3284,34,2025-04-07,85.53,92.34,88.27,51.98,Running
3285,35,2025-04-07,80.41,60.16,94.11,74.35,Running
3286,36,2025-04-07,63.56,61.71,92.08,51.77,Running
3287,37,2025-04-07,76.92,97.98,89.28,90.82,Running
3288,38,2025-04-07,92.99,96.62,62.42,50.37,Offline
3289,39,2025-04-07,84.87,67.0,90.34,64.62,Offline
3290,40,2025-04-07,73.62,71.8,94.92,75.56,Running
3291,41,2025-04-07,91.24,61.53,87.52,60.27,Offline
3292,42,2025-04-07,77.14,51.99,53.93,52.74,Offline
3293,43,2025-04-07,77.35,69.22,89.54,84.44,Offline
3294,44,2025-04-07,57.04,62.92,58.51,63.84,Running
3295,45,2025-04-07,96.6,93.83,62.11,87.27,Running
3296,46,2025-04-07,70.35,74.34,78.53,54.43,Offline
3297,47,2025-04-07,54.62,64.46,74.51,84.54,Offline
3298,48,2025-04-07,81.24,65.69,76.77,51.66,Offline
3299,49,2025-04-07,83.67,53.81,95.54,62.73,Offline
3300,50,2025-04-07,80.71,79.99,67.62,90.1,Running
3301,1,2025-04-08,85.47,82.53,77.54,57.99,Offline
3302,2,2025-04-08,88.4,80.45,87.34,85.68,Offline
3303,3,2025-04-08,70.03,79.9,98.77,57.94,Running
3304,4,2025-04-08,73.08,87.49,83.0,74.24,Running
3305,5,2025-04-08,94.88,65.95,85.33,67.5,Offline
3306,6,2025-04-08,79.08,50.09,50.89,74.73,Running
3307,7,2025-04-08,90.95,99.87,97.7,96.51,Running
3308,8,2025-04-08,59.41,97.49,92.91,88.56,Offline
3309,9,2025-04-08,70.33,79.7,71.12,57.76,Running
3310,10,2025-04-08,57.2,52.57,52.68,99.04,Running
3311,11,2025-04-08,59.88,80.43,96.28,67.98,Offline
3312,12,2025-04-08,85.8,94.27,80.61,68.56,Running
3313,13,2025-04-08,88.82,81.49,91.82,50.1,Running
3314,14,2025-04-08,57.38,52.49,51.32,52.64,Running
3315,15,2025-04-08,59.22,57.08,99.5,79.38,Running
3316,16,2025-04-08,76.27,66.13,82.71,73.83,Offline
3317,17,2025-04-08,89.5,86.49,57.14,68.12,Offline
3318,18,2025-04-08,81.42,95.96,81.28,93.88,Running
3319,19,2025-04-08,86.64,76.93,97.67,83.82,Offline
3320,20,2025-04-08,73.32,91.42,68.75,92.91,Running
3321,21,2025-04-08,84.46,88.32,79.4,66.93,Running
3322,22,2025-04-08,61.86,51.68,67.31,87.14,Offline
3323,23,2025-04-08,97.73,91.12,74.75,76.24,Offline
3324,24,2025-04-08,54.93,64.65,91.02,53.25,Offline
3325,25,2025-04-08,63.05,95.38,72.61,97.15,Offline
3326,26,2025-04-08,75.77,92.92,66.27,96.6,Offline
3327,27,2025-04-08,51.91,84.48,65.28,71.36,Running
3328,28,2025-04-08,77.52,83.57,50.23,78.6,Running
3329,29,2025-04-08,54.98,60.02,74.39,90.23,Running
3330,30,2025-04-08,66.77,88.97,53.12,55.59,Running
3331,31,2025-04-08,63.69,64.72,99.85,54.15,Running
3332,32,2025-04-08,84.71,59.94,84.41,65.7,Running
3333,33,2025-04-08,95.26,77.76,76.49,58.48,Offline
3334,34,2025-04-08,55.01,53.39,63.06,56.85,Offline
3335,35,2025-04-08,80.8,80.32,63.6,54.55,Running
3336,36,2025-04-08,87.82,54.19,89.98,73.94,Running
3337,37,2025-04-08,92.82,92.61,87.29,91.61,Running
3338,38,2025-04-08,76.67,97.87,92.9,75.39,Offline
3339,39,2025-04-08,82.15,67.98,82.82,88.5,Offline
3340,40,2025-04-08,63.53,97.27,64.88,61.82,Running
3341,41,2025-04-08,96.34,50.9,83.24,90.66,Offline
3342,42,2025-04-08,99.0,54.3,80.56,66.46,Running
3343,43,2025-04-08,74.94,57.89,65.08,50.17,Running
3344,44,2025-04-08,80.6,71.59,97.27,90.43,Offline
3345,45,2025-04-08,61.77,74.03,90.65,59.5,Offline
3346,46,2025-04-08,87.52,63.47,88.4,90.74,Running
3347,47,2025-04-08,79.16,88.7,74.5,62.28,Offline
3348,48,2025-04-08,67.54,66.14,94.74,62.42,Offline
3349,49,2025-04-08,60.48,72.71,95.79,75.75,Offline
3350,50,2025-04-08,86.59,92.33,88.01,77.65,Offline
3351,1,2025-04-09,98.91,86.82,84.89,56.47,Offline
3352,2,2025-04-09,56.02,96.53,50.77,65.59,Running
3353,3,2025-04-09,98.49,88.52,68.59,81.75,Offline
3354,4,2025-04-09,78.15,70.76,93.38,74.78,Offline
3355,5,2025-04-09,82.89,72.82,55.82,59.36,Offline
3356,6,2025-04-09,84.78,77.43,76.19,52.75,Offline
3357,7,2025-04-09,60.85,89.83,64.94,63.75,Offline
3358,8,2025-04-09,87.25,78.25,88.65,55.74,Offline
3359,9,2025-04-09,90.05,53.23,50.99,99.82,Running
3360,10,2025-04-09,59.38,80.98,91.93,82.89,Offline
3361,11,2025-04-09,81.63,81.94,62.21,75.51,Running
3362,12,2025-04-09,54.91,99.31,84.69,81.64,Running
3363,13,2025-04-09,99.49,86.86,86.4,54.65,Running
3364,14,2025-04-09,59.8,62.67,67.74,74.52,Running
3365,15,2025-04-09,98.94,50.81,99.52,98.96,Running
3366,16,2025-04-09,96.27,98.42,86.14,85.5,Running
3367,17,2025-04-09,52.4,76.72,96.09,87.26,Running
3368,18,2025-04-09,71.35,71.21,89.96,98.9,Running
3369,19,2025-04-09,94.86,82.62,61.66,55.25,Running
3370,20,2025-04-09,88.68,72.06,91.02,51.39,Running
3371,21,2025-04-09,83.33,78.59,88.67,51.55,Offline
3372,22,2025-04-09,54.57,91.73,52.52,58.22,Offline
3373,23,2025-04-09,77.21,61.13,97.7,55.03,Running
3374,24,2025-04-09,80.73,77.82,55.27,88.89,Running
3375,25,2025-04-09,63.3,70.04,50.81,60.79,Offline
3376,26,2025-04-09,50.01,51.72,83.75,54.36,Offline
3377,27,2025-04-09,75.3,59.08,96.07,69.07,Offline
3378,28,2025-04-09,60.35,50.87,87.98,91.31,Running
3379,29,2025-04-09,56.9,65.03,98.94,70.22,Offline
3380,30,2025-04-09,67.25,52.94,92.66,74.62,Running
3381,31,2025-04-09,94.11,84.32,69.44,69.37,Offline
3382,32,2025-04-09,62.69,69.21,50.28,81.59,Offline
3383,33,2025-04-09,60.82,88.64,95.22,98.22,Offline
3384,34,2025-04-09,91.13,76.52,92.36,87.47,Offline
3385,35,2025-04-09,53.01,52.64,88.38,58.59,Offline
3386,36,2025-04-09,75.0,84.43,66.17,95.98,Offline
3387,37,2025-04-09,85.35,90.55,52.07,81.64,Offline
3388,38,2025-04-09,97.24,62.52,90.21,77.08,Offline
3389,39,2025-04-09,55.82,57.3,55.12,67.45,Running
3390,40,2025-04-09,65.52,87.29,70.24,54.63,Offline
3391,41,2025-04-09,50.57,70.41,54.81,63.49,Offline
3392,42,2025-04-09,58.02,51.4,98.48,50.07,Offline
3393,43,2025-04-09,58.05,53.23,84.09,57.09,Offline
3394,44,2025-04-09,85.22,73.73,88.01,67.35,Offline
3395,45,2025-04-09,91.73,93.02,62.87,58.77,Running
3396,46,2025-04-09,59.84,60.8,52.41,87.81,Running
3397,47,2025-04-09,73.14,92.96,98.88,55.48,Running
3398,48,2025-04-09,93.41,68.44,51.11,73.36,Offline
3399,49,2025-04-09,56.4,82.54,75.57,91.87,Offline
3400,50,2025-04-09,81.19,59.45,54.76,98.33,Offline
3401,1,2025-04-10,53.45,81.56,80.3,83.59,Offline
3402,2,2025-04-10,68.05,79.7,60.08,57.54,Running
3403,3,2025-04-10,80.48,57.19,96.93,52.72,Running
3404,4,2025-04-10,78.78,88.9,86.44,78.2,Running
3405,5,2025-04-10,67.16,91.64,97.93,66.65,Running
3406,6,2025-04-10,68.15,50.91,59.58,87.3,Offline
3407,7,2025-04-10,91.9,77.61,64.36,61.38,Offline
3408,8,2025-04-10,99.25,50.71,60.35,74.8,Offline
3409,9,2025-04-10,91.54,67.76,66.84,58.99,Running
3410,10,2025-04-10,70.31,60.63,62.52,60.76,Running
3411,11,2025-04-10,74.68,58.33,54.83,61.08,Running
3412,12,2025-04-10,66.8,61.0,54.42,93.32,Running
3413,13,2025-04-10,71.9,85.67,72.65,99.61,Running
3414,14,2025-04-10,61.9,96.58,71.77,51.39,Running
3415,15,2025-04-10,67.24,88.78,83.82,57.7,Running
3416,16,2025-04-10,86.68,92.47,72.9,61.85,Running
3417,17,2025-04-10,60.82,53.79,58.12,65.49,Running
3418,18,2025-04-10,53.63,83.81,78.5,58.62,Running
3419,19,2025-04-10,55.35,83.74,86.19,93.84,Offline
3420,20,2025-04-10,57.47,81.41,69.96,69.42,Offline
3421,21,2025-04-10,83.57,72.89,80.75,77.84,Offline
3422,22,2025-04-10,61.07,80.64,75.75,78.69,Running
3423,23,2025-04-10,82.49,94.64,58.61,59.73,Offline
3424,24,2025-04-10,64.98,85.82,85.9,96.78,Running
3425,25,2025-04-10,68.12,93.0,88.87,70.38,Running
3426,26,2025-04-10,53.67,55.95,80.14,77.1,Offline
3427,27,2025-04-10,75.46,78.4,69.07,59.63,Running
3428,28,2025-04-10,90.55,89.68,53.7,72.92,Running
3429,29,2025-04-10,53.26,73.72,94.05,67.97,Running
3430,30,2025-04-10,73.94,98.24,82.17,75.18,Running
3431,31,2025-04-10,99.32,94.38,63.91,98.46,Running
3432,32,2025-04-10,51.33,83.97,67.51,71.76,Running
3433,33,2025-04-10,89.4,79.3,93.62,55.6,Offline
3434,34,2025-04-10,94.58,96.84,70.77,72.39,Offline
3435,35,2025-04-10,57.86,90.17,57.98,94.88,Running
3436,36,2025-04-10,96.93,85.61,63.02,64.16,Offline
3437,37,2025-04-10,65.41,95.78,60.34,58.52,Offline
3438,38,2025-04-10,80.33,87.64,89.15,74.93,Running
3439,39,2025-04-10,80.67,52.45,90.42,95.95,Offline
3440,40,2025-04-10,84.36,67.67,75.1,92.05,Running
3441,41,2025-04-10,97.93,93.18,71.85,64.15,Running
3442,42,2025-04-10,51.11,92.58,64.52,53.63,Offline
3443,43,2025-04-10,89.94,71.3,80.7,55.14,Running
3444,44,2025-04-10,86.99,50.94,84.29,86.56,Offline
3445,45,2025-04-10,79.52,97.52,95.65,57.17,Offline
3446,46,2025-04-10,79.17,96.84,89.09,79.25,Running
3447,47,2025-04-10,89.05,51.53,77.41,59.83,Running
3448,48,2025-04-10,81.88,53.27,82.68,64.08,Offline
3449,49,2025-04-10,75.19,71.53,79.59,82.79,Running
3450,50,2025-04-10,90.29,82.95,74.79,99.31,Running
3451,1,2025-04-11,72.91,82.94,68.77,79.53,Running
3452,2,2025-04-11,73.28,74.74,93.21,90.31,Offline
3453,3,2025-04-11,54.38,75.18,51.56,59.21,Offline
3454,4,2025-04-11,80.53,82.82,70.86,83.72,Running
3455,5,2025-04-11,59.96,64.15,52.36,71.53,Offline
3456,6,2025-04-11,90.72,84.97,66.64,88.8,Offline
3457,7,2025-04-11,77.91,83.69,59.25,75.36,Offline
3458,8,2025-04-11,81.52,55.84,81.73,83.12,Offline
3459,9,2025-04-11,51.3,84.66,69.42,78.87,Offline
3460,10,2025-04-11,55.7,62.58,58.28,51.94,Offline
3461,11,2025-04-11,72.91,54.61,68.25,66.97,Offline
3462,12,2025-04-11,91.81,93.39,66.97,91.03,Offline
3463,13,2025-04-11,59.57,77.46,72.03,89.87,Offline
3464,14,2025-04-11,90.36,73.81,99.09,79.66,Running
3465,15,2025-04-11,53.7,92.92,56.43,63.44,Offline
3466,16,2025-04-11,86.87,55.92,88.38,91.56,Running
3467,17,2025-04-11,56.13,68.71,53.34,60.0,Offline
3468,18,2025-04-11,82.38,51.96,56.51,71.03,Offline
3469,19,2025-04-11,66.21,90.03,77.11,57.42,Offline
3470,20,2025-04-11,76.66,74.45,64.48,96.54,Offline
3471,21,2025-04-11,68.98,77.16,86.97,83.95,Running
3472,22,2025-04-11,99.21,60.4,97.43,83.01,Offline
3473,23,2025-04-11,77.57,94.1,76.35,94.69,Offline
3474,24,2025-04-11,85.49,69.46,75.08,70.25,Running
3475,25,2025-04-11,91.54,56.47,98.15,59.26,Running
3476,26,2025-04-11,72.67,51.45,61.52,89.75,Running
3477,27,2025-04-11,63.17,56.14,86.08,66.63,Offline
3478,28,2025-04-11,88.64,75.31,98.6,63.85,Running
3479,29,2025-04-11,75.95,66.57,86.81,86.97,Running
3480,30,2025-04-11,90.32,57.89,87.99,80.44,Running
3481,31,2025-04-11,53.79,79.69,53.6,50.94,Offline
3482,32,2025-04-11,72.69,53.01,66.36,89.67,Running
3483,33,2025-04-11,80.01,59.26,93.02,62.46,Offline
3484,34,2025-04-11,51.99,62.25,51.05,72.01,Offline
3485,35,2025-04-11,96.71,84.55,69.37,67.39,Offline
3486,36,2025-04-11,53.78,84.98,83.8,58.54,Running
3487,37,2025-04-11,90.91,80.35,90.79,98.22,Running
3488,38,2025-04-11,97.11,71.45,77.22,54.84,Offline
3489,39,2025-04-11,99.86,77.88,61.5,98.79,Offline
3490,40,2025-04-11,68.56,95.17,77.52,71.72,Running
3491,41,2025-04-11,58.81,74.06,66.59,57.9,Running
3492,42,2025-04-11,89.66,95.38,97.43,85.93,Offline
3493,43,2025-04-11,51.77,98.27,66.37,90.95,Running
3494,44,2025-04-11,92.36,94.51,64.52,67.14,Running
3495,45,2025-04-11,83.11,63.92,66.79,59.73,Offline
3496,46,2025-04-11,93.59,56.02,75.89,81.05,Running
3497,47,2025-04-11,65.46,70.12,77.66,69.7,Offline
3498,48,2025-04-11,56.72,74.92,55.77,65.49,Offline
3499,49,2025-04-11,65.61,68.89,50.42,73.32,Running
3500,50,2025-04-11,75.11,52.33,64.93,89.02,Running
3501,1,2025-04-12,77.07,77.34,94.23,83.19,Offline
3502,2,2025-04-12,53.72,88.42,90.92,93.41,Offline
3503,3,2025-04-12,90.95,98.89,76.66,55.24,Offline
3504,4,2025-04-12,54.49,62.01,53.92,85.68,Running
3505,5,2025-04-12,52.1,77.96,96.2,94.83,Offline
3506,6,2025-04-12,56.9,72.3,63.37,90.33,Running
3507,7,2025-04-12,62.21,88.07,66.17,60.14,Offline
3508,8,2025-04-12,75.04,97.11,92.72,57.97,Offline
3509,9,2025-04-12,91.33,68.2,65.68,92.86,Running
3510,10,2025-04-12,78.3,78.32,58.66,71.43,Offline
3511,11,2025-04-12,98.98,76.26,57.9,50.32,Offline
3512,12,2025-04-12,64.65,69.21,56.71,77.76,Offline
3513,13,2025-04-12,58.9,70.19,87.06,97.69,Running
3514,14,2025-04-12,52.59,62.49,98.35,97.99,Running
3515,15,2025-04-12,90.73,77.78,68.63,62.67,Running
3516,16,2025-04-12,74.71,54.68,70.02,79.91,Offline
3517,17,2025-04-12,77.84,59.58,61.52,95.09,Offline
3518,18,2025-04-12,75.06,82.09,60.46,97.58,Offline
3519,19,2025-04-12,99.7,84.01,66.69,96.66,Running
3520,20,2025-04-12,83.21,65.79,94.48,50.0,Offline
3521,21,2025-04-12,60.43,69.52,77.85,91.22,Running
3522,22,2025-04-12,84.05,99.81,62.71,67.48,Running
3523,23,2025-04-12,80.87,92.5,78.46,93.6,Offline
3524,24,2025-04-12,52.67,65.55,88.54,84.05,Offline
3525,25,2025-04-12,98.98,65.94,74.12,82.38,Running
3526,26,2025-04-12,63.71,75.66,92.94,77.06,Offline
3527,27,2025-04-12,77.43,77.67,83.49,91.02,Running
3528,28,2025-04-12,57.09,55.68,62.33,97.82,Running
3529,29,2025-04-12,58.47,84.6,95.68,99.9,Running
3530,30,2025-04-12,91.93,62.53,57.81,52.86,Running
3531,31,2025-04-12,55.55,56.02,72.15,85.97,Running
3532,32,2025-04-12,87.19,85.96,82.24,70.18,Offline
3533,33,2025-04-12,79.26,59.71,77.4,85.98,Running
3534,34,2025-04-12,56.36,99.21,64.24,87.6,Running
3535,35,2025-04-12,94.45,56.25,54.29,93.77,Running
3536,36,2025-04-12,65.53,81.26,86.64,83.61,Running
3537,37,2025-04-12,58.83,58.04,54.44,88.56,Running
3538,38,2025-04-12,82.14,93.73,67.23,64.51,Running
3539,39,2025-04-12,57.33,94.8,62.75,53.91,Offline
3540,40,2025-04-12,57.24,58.64,87.51,66.93,Offline
3541,41,2025-04-12,69.67,65.8,75.55,82.57,Running
3542,42,2025-04-12,97.98,78.77,75.67,62.21,Offline
3543,43,2025-04-12,95.29,50.49,89.0,61.89,Offline
3544,44,2025-04-12,50.67,94.18,61.15,82.97,Offline
3545,45,2025-04-12,81.15,85.46,62.03,67.02,Running
3546,46,2025-04-12,86.33,97.85,80.69,50.04,Offline
3547,47,2025-04-12,94.65,73.63,70.82,78.52,Offline
3548,48,2025-04-12,90.72,85.51,58.59,89.16,Offline
3549,49,2025-04-12,73.83,60.08,89.12,54.35,Offline
3550,50,2025-04-12,78.41,77.6,97.06,68.46,Running
3551,1,2025-04-13,84.43,60.13,63.26,71.87,Running
3552,2,2025-04-13,62.96,80.26,64.48,58.82,Running
3553,3,2025-04-13,96.83,96.48,81.02,89.14,Running
3554,4,2025-04-13,65.52,96.72,62.61,70.92,Offline
3555,5,2025-04-13,77.74,65.7,55.14,52.25,Running
3556,6,2025-04-13,83.24,88.7,94.09,55.87,Offline
3557,7,2025-04-13,69.04,65.45,70.3,70.5,Offline
3558,8,2025-04-13,90.72,68.11,85.69,66.59,Running
3559,9,2025-04-13,69.71,70.09,67.21,98.08,Offline
3560,10,2025-04-13,77.85,79.94,87.42,70.75,Offline
3561,11,2025-04-13,52.22,70.46,50.11,94.44,Offline
3562,12,2025-04-13,73.73,89.1,73.28,63.38,Running
3563,13,2025-04-13,63.17,96.63,60.55,81.02,Offline
3564,14,2025-04-13,87.58,97.29,74.4,65.03,Offline
3565,15,2025-04-13,64.74,85.42,92.42,60.3,Offline
3566,16,2025-04-13,57.06,54.01,55.83,81.21,Running
3567,17,2025-04-13,95.05,92.13,66.98,67.94,Offline
3568,18,2025-04-13,56.81,90.73,76.74,51.12,Offline
3569,19,2025-04-13,72.24,92.51,98.61,61.12,Offline
3570,20,2025-04-13,73.95,83.91,70.39,52.71,Offline
3571,21,2025-04-13,94.23,93.31,51.59,68.72,Offline
3572,22,2025-04-13,62.41,80.22,62.32,98.97,Offline
3573,23,2025-04-13,58.5,77.08,93.05,90.62,Running
3574,24,2025-04-13,50.39,98.93,86.75,89.89,Offline
3575,25,2025-04-13,68.36,66.71,98.96,60.11,Offline
3576,26,2025-04-13,87.19,59.16,66.02,79.1,Running
3577,27,2025-04-13,81.06,74.85,57.76,97.5,Offline
3578,28,2025-04-13,66.49,73.34,69.58,74.67,Running
3579,29,2025-04-13,60.76,80.43,68.4,91.22,Offline
3580,30,2025-04-13,61.19,80.37,63.84,92.12,Running
3581,31,2025-04-13,94.02,64.09,71.06,66.65,Running
3582,32,2025-04-13,88.52,92.58,66.58,54.46,Offline
3583,33,2025-04-13,76.71,66.11,51.79,85.51,Offline
3584,34,2025-04-13,66.92,58.23,84.32,94.31,Running
3585,35,2025-04-13,98.38,75.86,82.39,86.1,Offline
3586,36,2025-04-13,86.03,66.93,54.12,53.12,Running
3587,37,2025-04-13,86.09,50.29,58.42,68.32,Running
3588,38,2025-04-13,79.76,54.25,84.96,99.33,Offline
3589,39,2025-04-13,55.11,79.16,90.09,80.28,Offline
3590,40,2025-04-13,80.28,94.53,98.22,56.32,Running
3591,41,2025-04-13,81.61,62.17,59.42,78.23,Offline
3592,42,2025-04-13,89.31,96.69,57.68,81.83,Offline
3593,43,2025-04-13,71.13,68.89,78.55,78.61,Running
3594,44,2025-04-13,62.64,55.1,94.75,90.73,Running
3595,45,2025-04-13,67.9,51.84,57.66,70.97,Running
3596,46,2025-04-13,84.97,95.0,62.42,90.29,Offline
3597,47,2025-04-13,98.32,93.46,90.71,81.72,Offline
3598,48,2025-04-13,51.65,66.3,71.7,92.26,Offline
3599,49,2025-04-13,58.01,53.56,86.81,57.92,Offline
3600,50,2025-04-13,78.75,93.18,93.82,70.46,Running
3601,1,2025-04-14,98.19,97.45,98.08,98.36,Offline
3602,2,2025-04-14,67.85,77.26,63.81,99.9,Running
3603,3,2025-04-14,62.03,93.63,62.58,93.35,Offline
3604,4,2025-04-14,68.18,58.21,70.33,65.25,Running
3605,5,2025-04-14,51.53,60.55,99.18,99.46,Offline
3606,6,2025-04-14,80.09,66.11,55.39,73.82,Offline
3607,7,2025-04-14,94.54,55.77,69.48,72.41,Running
3608,8,2025-04-14,66.47,92.04,89.16,99.11,Running
3609,9,2025-04-14,78.55,60.73,66.66,68.88,Running
3610,10,2025-04-14,95.08,85.16,85.47,67.98,Running
3611,11,2025-04-14,95.62,93.47,63.48,63.45,Offline
3612,12,2025-04-14,78.64,64.34,72.4,73.78,Offline
3613,13,2025-04-14,55.23,54.28,51.95,99.6,Running
3614,14,2025-04-14,97.48,60.02,52.99,72.86,Offline
3615,15,2025-04-14,58.78,72.48,93.7,82.05,Running
3616,16,2025-04-14,51.43,65.38,67.93,69.44,Running
3617,17,2025-04-14,53.77,60.32,69.86,87.71,Running
3618,18,2025-04-14,98.43,85.92,75.68,96.3,Offline
3619,19,2025-04-14,62.71,85.14,78.69,87.26,Offline
3620,20,2025-04-14,65.24,53.02,83.81,63.94,Offline
3621,21,2025-04-14,65.72,68.75,81.56,91.45,Running
3622,22,2025-04-14,69.47,73.78,71.78,57.49,Offline
3623,23,2025-04-14,84.45,53.73,65.18,55.22,Offline
3624,24,2025-04-14,96.72,65.7,54.96,87.47,Running
3625,25,2025-04-14,74.56,64.82,81.99,74.17,Offline
3626,26,2025-04-14,88.91,84.82,67.21,70.8,Offline
3627,27,2025-04-14,73.04,80.2,64.44,64.6,Offline
3628,28,2025-04-14,60.44,64.97,67.14,82.49,Running
3629,29,2025-04-14,78.02,96.06,75.18,65.23,Running
3630,30,2025-04-14,97.34,71.55,91.38,76.08,Offline
3631,31,2025-04-14,51.28,80.88,69.61,70.23,Running
3632,32,2025-04-14,81.03,58.94,94.47,73.33,Running
3633,33,2025-04-14,61.2,78.53,66.14,71.22,Running
3634,34,2025-04-14,62.57,52.83,63.6,80.56,Offline
3635,35,2025-04-14,65.59,98.0,87.71,76.23,Offline
3636,36,2025-04-14,96.36,53.27,51.81,62.93,Offline
3637,37,2025-04-14,61.24,53.89,70.23,52.72,Offline
3638,38,2025-04-14,97.01,86.89,79.4,64.69,Running
3639,39,2025-04-14,97.8,90.95,58.31,51.99,Offline
3640,40,2025-04-14,61.92,84.47,55.5,75.86,Running
3641,41,2025-04-14,85.23,61.73,50.81,93.28,Offline
3642,42,2025-04-14,75.38,52.43,62.82,99.4,Running
3643,43,2025-04-14,82.24,51.4,72.93,81.14,Running
3644,44,2025-04-14,95.14,99.27,89.65,59.67,Running
3645,45,2025-04-14,76.88,74.12,63.49,70.14,Offline
3646,46,2025-04-14,70.52,83.07,92.09,55.3,Running
3647,47,2025-04-14,65.69,69.56,56.06,50.1,Offline
3648,48,2025-04-14,92.43,61.61,60.87,50.62,Running
3649,49,2025-04-14,77.0,79.02,91.65,83.26,Running
3650,50,2025-04-14,91.5,57.68,77.67,99.72,Offline
3651,1,2025-04-15,90.3,91.26,80.55,65.56,Running
3652,2,2025-04-15,68.71,96.86,91.81,55.26,Running
3653,3,2025-04-15,96.29,63.47,58.67,73.58,Offline
3654,4,2025-04-15,78.59,86.51,77.76,51.65,Running
3655,5,2025-04-15,88.41,95.58,86.46,59.0,Offline
3656,6,2025-04-15,93.6,62.06,63.08,91.3,Running
3657,7,2025-04-15,74.96,67.27,78.48,86.07,Offline
3658,8,2025-04-15,89.86,62.1,52.05,92.97,Offline
3659,9,2025-04-15,55.1,63.31,66.22,72.76,Offline
3660,10,2025-04-15,94.23,66.47,65.57,94.92,Running
3661,11,2025-04-15,99.81,66.81,80.91,89.11,Running
3662,12,2025-04-15,92.62,74.8,92.03,55.54,Running
3663,13,2025-04-15,94.02,67.72,96.65,50.79,Running
3664,14,2025-04-15,63.9,73.39,90.37,61.99,Offline
3665,15,2025-04-15,53.63,93.52,67.44,61.82,Running
3666,16,2025-04-15,52.63,77.04,81.36,73.46,Offline
3667,17,2025-04-15,68.86,53.32,83.58,94.66,Running
3668,18,2025-04-15,90.93,96.74,80.28,51.01,Offline
3669,19,2025-04-15,98.45,84.5,95.03,72.85,Running
3670,20,2025-04-15,78.53,82.56,89.67,52.54,Offline
3671,21,2025-04-15,75.38,50.01,81.46,57.67,Running
3672,22,2025-04-15,94.78,98.65,57.74,75.75,Offline
3673,23,2025-04-15,95.8,59.35,96.41,64.33,Running
3674,24,2025-04-15,74.14,72.08,51.21,74.34,Running
3675,25,2025-04-15,51.71,80.34,71.55,54.24,Running
3676,26,2025-04-15,74.5,74.21,96.52,78.35,Running
3677,27,2025-04-15,89.47,55.93,67.26,58.4,Running
3678,28,2025-04-15,94.65,85.05,69.83,77.88,Offline
3679,29,2025-04-15,62.93,87.45,81.6,95.34,Running
3680,30,2025-04-15,65.53,70.86,62.75,91.91,Offline
3681,31,2025-04-15,74.23,88.15,85.35,93.81,Offline
3682,32,2025-04-15,64.68,70.91,98.73,92.13,Offline
3683,33,2025-04-15,80.68,69.48,66.42,51.89,Running
3684,34,2025-04-15,95.18,94.61,56.25,87.87,Running
3685,35,2025-04-15,97.43,68.08,58.93,70.87,Running
3686,36,2025-04-15,79.54,67.95,67.47,59.91,Offline
3687,37,2025-04-15,83.97,81.8,54.39,67.92,Running
3688,38,2025-04-15,75.28,87.15,63.4,92.98,Offline
3689,39,2025-04-15,85.58,86.16,95.84,98.57,Running
3690,40,2025-04-15,84.45,97.55,55.21,58.73,Running
3691,41,2025-04-15,83.23,51.36,65.83,77.72,Running
3692,42,2025-04-15,51.81,78.38,98.9,60.13,Offline
3693,43,2025-04-15,51.59,52.29,54.99,75.9,Running
3694,44,2025-04-15,76.15,76.72,50.76,98.37,Offline
3695,45,2025-04-15,54.47,83.75,69.28,91.51,Running
3696,46,2025-04-15,94.52,76.31,68.02,83.15,Running
3697,47,2025-04-15,59.67,99.28,58.27,68.59,Offline
3698,48,2025-04-15,94.53,80.27,77.36,58.27,Running
3699,49,2025-04-15,77.06,93.77,75.99,79.44,Running
3700,50,2025-04-15,96.36,86.99,73.02,64.57,Offline
3701,1,2025-04-16,62.71,62.81,79.32,65.96,Running
3702,2,2025-04-16,91.17,93.4,53.55,62.21,Running
3703,3,2025-04-16,76.86,64.18,58.67,89.4,Offline
3704,4,2025-04-16,63.49,50.21,67.2,63.22,Offline
3705,5,2025-04-16,50.31,92.14,96.03,93.9,Running
3706,6,2025-04-16,87.62,62.96,79.98,99.13,Offline
3707,7,2025-04-16,85.9,85.71,52.68,82.97,Running
3708,8,2025-04-16,90.33,52.9,69.84,51.0,Running
3709,9,2025-04-16,60.61,57.81,90.26,71.0,Offline
3710,10,2025-04-16,86.78,63.86,98.3,52.65,Offline
3711,11,2025-04-16,61.57,62.94,64.39,81.34,Offline
3712,12,2025-04-16,72.12,55.24,82.95,60.64,Running
3713,13,2025-04-16,52.76,94.09,79.07,88.16,Running
3714,14,2025-04-16,81.04,51.78,66.32,64.39,Running
3715,15,2025-04-16,79.39,79.18,86.61,85.7,Running
3716,16,2025-04-16,75.76,81.18,63.97,96.88,Offline
